OBJECTID,CT2010,TOTHHS,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDINC,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18_PO,CV_PERLT18,POV_65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,XLS_1,XLS_2,XLS_3,XLS_4
27,24017850801,1662,2.999279,21.7,12.326138,3.6,28.706518,2,45.592705,0.5,85.106383,7,24.316109,102321,9.262227,7.9,33.088377,7,27.789839,1.3,121.580547,2.8,34.737299,1.8,101.317123,2.3,66.076384,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850801.xlsx
28,24017850802,1457,4.172291,19.3,14.803849,8,26.595745,2.2,58.027079,1.1,99.474993,3.8,39.993601,69212,7.974266,9.3,35.951237,13.3,27.881253,6.2,64.712227,4.8,41.793313,7.2,60.790274,1.3,107.552022,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850802.xlsx
29,24017850201,221,20.080045,25.3,24.988887,5.8,66.030814,6.7,72.585401,0,-999,1.4,91.18541,71016,18.380207,1.8,104.69436,1.7,89.397461,0,-999,0,-999,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850201.xlsx
30,24017850202,1807,5.517214,11.9,18.901177,2,45.592705,1.4,47.763786,0.9,60.790274,8.8,24.868748,65423,12.784699,18.9,18.333575,6.6,25.789813,2.8,69.474598,6.4,27.545593,4.3,66.445183,4.5,71.597433,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850202.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850202.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850202.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850202.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850202.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850202.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850202.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850202.xlsx
31,24017851400,2702,3.442232,30,9.726444,3.3,29.474072,1.1,49.737497,0.5,85.106383,4.4,35.921525,135946,10.621507,2,45.592705,9,27.693347,6.1,52.817779,6.5,35.538929,5.2,53.776011,7.4,58.325803,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017851400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017851400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017851400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017851400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017851400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017851400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017851400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017851400.xlsx
32,24017850905,1664,1.388239,23.4,14.807887,6.4,37.044073,3.3,66.316662,2.7,81.053698,3.9,34.291949,96250,5.815024,9.3,29.414648,7.8,26.498324,7.6,63.18989,7.5,40.526849,11,58.579718,8,62.31003,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850905.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850905.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850905.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850905.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850905.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850905.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850905.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850905.xlsx
33,24017850102,1012,4.625347,11.1,24.097045,5.7,65.056258,1.8,67.544748,0.5,97.264438,8.8,49.046698,66897,15.614441,8.8,49.046698,12.8,36.569149,14.6,42.469917,11.1,33.954928,24.8,46.573193,11.2,44.507165,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850102.xlsx
34,24017850101,1977,3.782096,20.9,14.543128,5.8,28.29892,1,60.790274,0.4,75.987842,11.4,21.863169,91513,12.522346,6.1,48.831531,7.1,30.823237,5.5,61.895551,5.9,36.062027,8.3,49.80408,2.6,95.861585,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850101.xlsx
35,24017850713,2328,3.23797,37.6,10.993986,7.2,30.395137,1.7,42.910781,0.5,60.790274,3.6,38.83823,117028,3.563432,2.6,53.776011,5,35.258359,3.8,57.590785,5,37.68997,6.9,63.433329,10.2,66.154121,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850713.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850713.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850713.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850713.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850713.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850713.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850713.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850713.xlsx
36,24017850712,1910,4.201213,45.3,8.722666,6.1,36.872789,1.2,70.921986,0.6,91.18541,7.5,28.368794,119707,3.863537,1,60.790274,3,44.579534,2.4,58.257345,2.7,42.778341,3.3,62.632403,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850712.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850712.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850712.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850712.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850712.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850712.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850712.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850712.xlsx
37,24017850708,1607,5.825577,40.7,12.397034,5.5,26.526665,1.2,60.790274,0.2,91.18541,4.2,33.289912,123508,6.574276,7.5,45.390071,3,36.474164,0,-999,2.1,40.526849,0,-999,9,70.921986,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850708.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850708.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850708.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850708.xlsx
38,24017850709,2410,3.68273,17.5,21.189752,8.2,45.963378,3.6,92.874029,0,-999,15.7,17.423964,81237,6.594088,9.5,31.354983,13.5,29.269391,8.6,47.359864,7.4,35.324078,8,49.392097,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850709.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850709.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850709.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850709.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850709.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850709.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850709.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850709.xlsx
39,24017850706,1585,4.372297,43.9,10.108633,8.8,23.487151,2.8,45.592705,1.7,57.214375,8.1,36.023866,125110,10.328662,7.9,40.013851,7.9,34.627371,9.8,54.587184,10.3,48.39614,18,50.996285,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850706.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850706.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850706.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850706.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850706.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850706.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850706.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850706.xlsx
40,24017850711,1841,4.259612,28.1,15.792491,10,28.571429,5,41.337386,2.3,52.861107,9.4,31.688547,73036,6.947484,7.4,46.00345,9.1,19.372725,9.6,49.392097,8.5,33.613445,10.3,50.166731,12.8,78.362462,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850711.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850711.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850711.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850711.xlsx
41,24017850710,1752,2.706416,34.7,11.212039,6.8,25.925264,2.6,37.409399,1.6,53.191489,8.3,23.437214,116939,4.365667,5.4,47.281324,6.7,42.643923,4,65.349544,6.6,45.132173,7.1,65.92748,1,133.738602,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017850710.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017850710.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017850710.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017850710.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017850710.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017850710.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017850710.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017850710.xlsx
42,24017851301,1507,3.711151,25.2,13.991412,0.5,85.106383,1.1,77.369439,1.1,77.369439,8.1,35.273369,129044,7.314957,2.4,63.323202,8.2,49.670102,0,-999,1.1,55.263885,1.9,89.585666,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017851301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017851301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017851301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017851301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017851301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017851301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017851301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017851301.xlsx
43,24017851302,1325,3.716236,23.7,20.006925,4.9,58.309038,4.6,64.754857,0.1,121.580547,3.3,46.053238,110679,8.158537,3.2,47.492401,10.6,26.380685,4.5,71.597433,5.4,34.89812,4.1,77.099859,0.8,98.784195,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017851302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017851302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017851302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017851302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017851302.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017851302.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017851302.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017851302.xlsx
44,24017851500,3150,3.454431,30.5,9.965619,8.4,26.776668,4.1,38.54993,0.8,60.790274,6.9,28.192591,81700,3.719591,5.5,43.10583,2.6,37.409399,3.7,62.433254,3.6,37.149612,3.3,64.474533,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24017851500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24017851500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24017851500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24017851500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24017851500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24017851500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24017851500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24017851500.xlsx
45,24510151000,1697,6.913685,14.5,20.54292,2.7,40.526849,1.2,60.790274,0.1,60.790274,14.8,27.930666,32421,8.895131,30.2,14.694338,15.2,15.99744,32,29.255319,21.1,22.760339,32.1,29.353559,13.6,44.251743,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510151000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510151000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510151000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510151000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510151000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510151000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510151000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510151000.xlsx
46,24510080700,321,13.256446,2.6,65.466448,0,-999,0,-999,0,-999,22.4,42.336083,16976,22.255629,43.6,22.16893,16.3,23.122681,54.8,47.145741,39.5,28.009696,45.9,52.181629,45.5,49.968269,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510080700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510080700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510080700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510080700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510080700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510080700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510080700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510080700.xlsx
47,24510080500,572,6.057772,7.7,41.842656,1.3,74.818798,0.7,69.474598,0.7,69.474598,19.4,32.275248,33728,12.021796,36.9,18.780735,16.5,22.842406,20.8,52.022446,21.3,28.254634,32.1,49.427606,28.2,34.275367,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510080500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510080500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510080500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510080500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510080500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510080500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510080500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510080500.xlsx
48,24510150500,701,4.943004,10.6,28.101164,2.3,44.931941,0.8,98.784195,0,-999,31.7,26.847439,30684,9.499718,23.5,21.729289,15.3,20.263425,30.4,32.394817,33.1,29.385026,60.7,20.630636,13.7,48.809709,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510150500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510150500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510150500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510150500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510150500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510150500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510150500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510150500.xlsx
49,24510120100,2583,3.647887,85.3,3.848388,25.7,11.353825,6.4,30.395137,0,-999,5,43.768997,58201,14.786823,3.4,59.002324,2.8,36.90838,7.5,96.453901,16.7,17.836667,5.5,93.948605,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510120100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510120100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510120100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510120100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510120100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510120100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510120100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510120100.xlsx
50,24510090900,880,7.736944,4,36.474164,0.7,104.211898,1,85.106383,0,-999,23.3,25.568441,21774,25.35022,40.5,15.460242,14.5,24.735353,49.8,27.831692,36.5,17.154516,51.3,31.402383,28.6,30.182583,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510090900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510090900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510090900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510090900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510090900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510090900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510090900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510090900.xlsx
51,24510280301,1874,3.633143,20.1,16.936594,7.6,32.794753,1.9,60.790274,0.8,91.18541,10,34.650456,31701,11.762643,27.2,14.303594,11.8,23.182731,29.9,30.496793,28.3,19.762209,36.9,28.500589,26.7,34.379518,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510280301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510280301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510280301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510280301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510280301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510280301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510280301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510280301.xlsx
52,24510130803,1215,5.853878,42.8,10.368435,18.5,27.60207,10.9,34.020245,1.4,69.474598,3.6,47.281324,57637,3.873947,3.5,52.105949,4.5,33.772374,0,-999,4.9,37.218535,0,-999,2.6,93.523498,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24510130803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24510130803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24510130803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24510130803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24510130803.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24510130803.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24510130803.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24510130803.xlsx
